Trap #,Date Set,Time Set,Date Pulled ,Time Pulled,UTM Zone,UTM Easting,UTM Northing,Trap Type, Open/ Closed Funnel (OF/CF) , Bait ,Depth m,Temp C,Secchi Depth,Burbot Captured Y/N,No. Burbot Captured,Len (mm),Wt (kg),Girth (MM),Tag applied (Y/N),Tag No. / Colour,Recap (Y/N),Tag No. / Colour,Fate (D/L),Sacrificed (Y/N),Sacrificied Code,Taggged Mortality,Comments,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len
15,20-Oct-09,1249,21-Oct-09,1015,10U,477610,5959992,Cod Trap, N/A , PCC/NSC ,8.2,6,1.2,Y,1,620,2.02,290,Y,FW YELLOW BC01535,N,,L,N,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20-Oct-09,1316,21-Oct-09,1059,10U,477943,5959654,Cod Trap, N/A , CSU/PCC ,3.3,6,1.2,Y,1,840,3.68,340,Y,FW YELLOW BC01536,N,,L,N,,,Trap reset in same location 10/21/09. Nice Fish!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20-Oct-09,1050,21-Oct-09,0848,10U,473781,5959350,Cod Trap, N/A , Sox/CSU ,5.7,6,1.2,N,0,,,,,,,,,,,,"Relocate Trap# 1, 10/20/09. 10/21/09 Reset in same location",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20-Oct-09,1034,21-Oct-09,0853,10U,473932,5959217,Cod Trap, N/A , Sox/NSC ,4.5,6,1.2,N,0,,,,,,,,,,,,Relocate trap # 3 10/20/09. Set trap in same general location 10/21/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20-Oct-09,1309,21-Oct-09,1047,10U,477833,5959740,Cod Trap, N/A , CSU ,7.3,6,1.2,N,0,,,,,,,,,,,,Trap set in same location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20-Oct-09,1300,21-Oct-09,1038,10U,477751,5959848,Cod Trap, N/A , PCC ,7.7,6,1.2,N,0,,,,,,,,,,,,Trap reset in same location 10/21/09. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20-Oct-09,1121,21-Oct-09,0924,10U,476214,5959954,Cod Trap, N/A , Sox/NSC ,3.8,6,1.2,N,0,,,,,,,,,,,,Trap reset in same location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20-Oct-09,1109,21-Oct-09,0929,10U,476579,5959489,Cod Trap, N/A , NSC ,24.0,6,1.2,N,0,,,,,,,,,,,,Trap reset in same location 10/21/09. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20-Oct-09,1255,21-Oct-09,1044,10U,477862,5959824,Cod Trap, N/A , CSU/PCC ,2.5,6,1.2,N,0,,,,,,,,,,,,Trap reset in same location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20-Oct-09,1148,21-Oct-09,0913,10U,475732,5959845,Cod Trap, N/A , Sox/NSC/PCC ,8.2,6,1.2,N,0,,,,,,,,,,,,Relocated trap # 10 10/20/09. Trap reset in same location 10/21/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,20-Oct-09,1200,21-Oct-09,0919,10U,476071,5959827,Cod Trap, N/A , NSC ,11.0,6,1.2,N,0,,,,,,,,,,,,"Trap # 11 relocated, no bait added - 10/20/09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,20-Oct-09,1210,21-Oct-09,0943,10U,476405,5959944,Cod Trap, N/A , PCC ,7.8,6,1.2,Y,1,640,1.61,240,N,,Y,FW YELLOW BC02784,L,N,,,Recap released,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,20-Oct-09,1228,21-Oct-09,0954,10U,476723,5960028,Cod Trap, N/A , PCC ,3.5,6,1.2,N,0,,,,,,,,,,,,Trap reset in same location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,20-Oct-09,1238,21-Oct-09,1009,10U,477272,5960104,Cod Trap, N/A , PCC/NSC ,9.0,6,1.2,N,0,,,,,,,,,,,,Relocated trap # 14 10/20/09. Trap reset in same location 10/21/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21-Oct-09,1104,22-Oct-09,1056,10U,477917,5959683,Cod Trap, N/A , CSU ,3.5,6,1.5,Y,1 of 2,530,1.04,205,N,N/A,N,,L,Y,006,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21-Oct-09,1104,22-Oct-09,1056,10U,477917,5959683,Cod Trap, N/A , CSU ,3.5,6,1.5,Y,2 of 2,470,1.03,205,N,N/A,N,,L,Y,007,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,21-Oct-09,0921,22-Oct-09,0929,10U,476063,5959890,Cod Trap, N/A , CSU ,10.0,6,1.5,Y,1,694,3.08,370,N,N/A,N,,L,Y,005,,"Weather overcast & raining. Burbot sacrificed, trapset in same location 10/22/09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21-Oct-09,0850,22-Oct-09,0846,10U,473770,5959373,Cod Trap, N/A , CSU/PCC ,5.7,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21-Oct-09,0856,22-Oct-09,0856,10U,473924,5959213,Cod Trap, N/A , Sox/NSC ,5.0,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21-Oct-09,1049,22-Oct-09,1024,10U,477795,5959777,Cod Trap, N/A , CSU ,10.0,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21-Oct-09,1040,22-Oct-09,1039,10U,477759,5959857,Cod Trap, N/A , PCC ,7.8,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,21-Oct-09,0925,22-Oct-09,0949,10U,476204,5959955,Cod Trap, N/A , CSU/PCC/NSC ,2.6,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,21-Oct-09,0931,22-Oct-09,1003,10U,476566,5959469,Cod Trap, N/A , CSU/NSC ,24.0,6,1.5,N,0,,,,,,,,,,,,Trap relocated 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,21-Oct-09,1046,22-Oct-09,1044,10U,477866,5959830,Cod Trap, N/A , NSC ,2.5,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,21-Oct-09,0908,22-Oct-09,0917,10U,475247,5959525,Cod Trap, N/A , NSC ,5.7,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,21-Oct-09,0915,22-Oct-09,0924,10U,475723,5959859,Cod Trap, N/A , Sox/NSC/PCC ,6.0,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21-Oct-09,0948,22-Oct-09,0956,10U,476456,5960029,Cod Trap, N/A , PCC/CSU ,2.2,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,21-Oct-09,0955,22-Oct-09,1013,10U,476711,5960047,Cod Trap, N/A , PCC ,2.8,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,21-Oct-09,1011,22-Oct-09,1019,10U,477238,5960117,Cod Trap, N/A , PCC/NSC ,6.3,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,21-Oct-09,1023,22-Oct-09,1029,10U,477574,5960011,Cod Trap, N/A , PCC ,7.7,6,1.5,N,0,,,,,,,,,,,,NSC sacrificed for bait put in # 15.,NSC,1,0,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22-Oct-09,1109,23-Oct-09,1140,10U,477933,5959689,Cod Trap, N/A , NSC ,2.5,6,1.8,Y,1,400,0.8,180,N,N/A,N,,L,Y,015,,"No Code was recorded on field data sheet, or the sacrificial tally sheet (CP- 12/29/09) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22-Oct-09,0858,23-Oct-09,0900,10U,473938,5959206,Cod Trap, N/A , Sox/CSU/NSC ,6.0,6,1.8,Y,1,628,1.58,250,N,N/A,N,,L,Y,013,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22-Oct-09,0851,23-Oct-09,0847,10U,473774,5959362,Cod Trap, N/A , CSU/PCC ,5.5,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,22-Oct-09,1026,23-Oct-09,1030,10U,477327,5960096,Cod Trap, N/A , CSU ,10.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22-Oct-09,1041,23-Oct-09,1052,10U,477763,5959846,Cod Trap, N/A , PCC ,8.5,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,22-Oct-09,0953,23-Oct-09,0931,10U,476198,5959948,Cod Trap, N/A , CSU/NSC/PCC ,6.0,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,22-Oct-09,1008,23-Oct-09,0952,10U,476523,5959795,Cod Trap, N/A , NSC/CSU ,16.0,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,22-Oct-09,1045,23-Oct-09,1109,10U,477847,5959817,Cod Trap, N/A , NSC ,3.1,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,22-Oct-09,0919,23-Oct-09,0907,10U,475237,5959523,Cod Trap, N/A , Sox/PCC/NSC ,4.9,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,22-Oct-09,0925,23-Oct-09,0912,10U,475704,5959852,Cod Trap, N/A , CSU/PCC/RSC ,6.7,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22-Oct-09,0937,23-Oct-09,0920,10U,475951,5959883,Cod Trap, N/A , NSC/PCC ,7.8,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,22-Oct-09,0958,23-Oct-09,0941,10U,476448,5960014,Cod Trap, N/A , CSU/PCC ,2.5,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,22-Oct-09,1014,23-Oct-09,1003,10U,476708,5960047,Cod Trap, N/A , PCC ,2.8,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,22-Oct-09,1021,23-Oct-09,1015,10U,477233,5960114,Cod Trap, N/A , NSC/PCC ,5.9,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,22-Oct-09,1032,23-Oct-09,1038,10U,477554,5960016,Cod Trap, N/A , NSC/PCC ,5.9,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,23-Oct-09,0956,24-Oct-09,0944,10U,476523,5959795,Cod Trap, N/A , CSU/NSC/PCC ,16.0,6,1.5,Y,1,595,1.16,240,Y,N/A,N,,L,Y,022,,Fish tagged #01537 released but not able to recover. So had to kill it. (CP-12/30/09 No code recorded for fish on field data sheet) (CP-05/13/2010 Fish was later identified during processing for otoliths).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,23-Oct-09,1101,24-Oct-09,1056,10U,477763,5959846,Cod Trap, N/A , PCC ,7.8,6,1.5,Y,1,456,0.83,180,N,N/A,N,,L,Y,016,,No Comment.  (CP- 12/30/09 No code recorded for sacrificed fish on field data sheet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,23-Oct-09,0945,24-Oct-09,0927,10U,476448,5960014,Cod Trap, N/A , CSU/PCC ,2.5,6,1.5,Y,1,534,0.96,210,N,N/A,N,,L,Y,014,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23-Oct-09,0850,24-Oct-09,0819,10U,473774,5959364,Cod Trap, N/A , CSU/PCC ,5.8,6,1.5,N,0,,,,,,,,,,,,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23-Oct-09,1145,24-Oct-09,1144,10U,477969,5959645,Cod Trap, N/A , NSC ,2.5,6,1.5,Y,1,464,0.81,200,N,,Y,FW ORANGE BC01446,L,N,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23-Oct-09,0905,24-Oct-09,0835,10U,473938,5959206,Cod Trap, N/A , Sox/NSC/CSU ,7.3,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23-Oct-09,1033,24-Oct-09,1026,10U,477327,5960096,Cod Trap, N/A , CSU/NSC ,10.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,23-Oct-09,0935,24-Oct-09,0922,10U,476270,5959963,Cod Trap, N/A , CSU/NSC/PCC ,5.5,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,23-Oct-09,1115,24-Oct-09,1127,10U,477886,5959810,Cod Trap, N/A , NSC ,2.2,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,23-Oct-09,0910,24-Oct-09,0855,10U,475249,5959530,Cod Trap, N/A , Sox/PCC/NSC ,6.2,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23-Oct-09,0916,24-Oct-09,0901,10U,475704,5959852,Cod Trap, N/A , CSU/PCC/RSC ,6.7,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,23-Oct-09,0925,24-Oct-09,0910,10U,475951,5959883,Cod Trap, N/A , CSU/NSC/PCC ,8.8,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,23-Oct-09,1009,24-Oct-09,1005,10U,476708,5960047,Cod Trap, N/A , PCC ,2.7,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,23-Oct-09,1022,24-Oct-09,1020,10U,477233,5960114,Cod Trap, N/A , PCC/NSC ,5.9,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,23-Oct-09,1043,24-Oct-09,1037,10U,477554,5960016,Cod Trap, N/A , NSC/PCC ,5.9,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24-Oct-09,0822,25-Oct-09,0942,10U,473774,5959362,Cod Trap, N/A , CSU/PCC ,5.8,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24-Oct-09,1146,25-Oct-09,1149,10U,477933,5959689,Cod Trap, N/A , NSC ,2.5,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24-Oct-09,0840,25-Oct-09,0957,10U,474012,5959176,Cod Trap, N/A , Sox/NSC/CSU ,6.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,24-Oct-09,1027,25-Oct-09,1104,10U,477353,5960096,Cod Trap, N/A , NSC/CSU ,10.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,24-Oct-09,1057,25-Oct-09,1127,10U,477821,5959836,Cod Trap, N/A , PCC ,6.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,24-Oct-09,0924,25-Oct-09,1025,10U,476270,5959963,Cod Trap, N/A , CSU/NSC/PCC ,6.3,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,24-Oct-09,0945,25-Oct-09,1038,10U,476618,5959821,Cod Trap, N/A , CSU/NSC/PCC ,16.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,24-Oct-09,1129,25-Oct-09,1136,10U,477786,5959827,Cod Trap, N/A , NSC ,7.7,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,24-Oct-09,0858,25-Oct-09,1002,10U,475249,5959530,Cod Trap, N/A , Sox/PCC/NSC ,6.2,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,24-Oct-09,0903,25-Oct-09,1007,10U,475710,5959848,Cod Trap, N/A , CSU/PCC/RSC ,6.7,6,1.5,N,0,,,,,,,,,,,,No Comment,NSC,2,0,200,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,24-Oct-09,0916,25-Oct-09,1018,10U,476001,5959910,Cod Trap, N/A , NSC/PCC ,8.8,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,24-Oct-09,0930,25-Oct-09,1037,10U,476486,5959977,Cod Trap, N/A , CSU/NSC/PCC ,2.2,6,1.5,N,0,,,,,,,,,,,,NSC bait added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,24-Oct-09,1007,25-Oct-09,1048,10U,476717,5960030,Cod Trap, N/A , PCC ,2.7,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,24-Oct-09,1022,25-Oct-09,1057,10U,477245,5961171,Cod Trap, N/A , NSC/PCC ,6.2,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,24-Oct-09,1038,25-Oct-09,1110,10U,477583,5960007,Cod Trap, N/A , NSC/PCC ,6.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25-Oct-09,0945,26-Oct-09,0916,10U,473745,5959358,Cod Trap, N/A , CSU/PCC ,5.9,5,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25-Oct-09,1151,26-Oct-09,0947,10U,477968,5959655,Cod Trap, N/A , CSU/NSC ,2.2,6,1.5,Y,1,586,1.73,260,N,,Y,FW YELLOW BC0044,L,N,,,Snowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25-Oct-09,0955,26-Oct-09,0923,10U,474006,5959181,Cod Trap, N/A , Sox/NSC/CSU ,6.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,25-Oct-09,1106,26-Oct-09,1019,10U,477327,5960095,Cod Trap, N/A , CSU/NSC ,10.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,25-Oct-09,1130,26-Oct-09,1042,10U,477807,5959826,Cod Trap, N/A , PCC/NSC ,7.5,6,1.5,N,0,,,,,,,,,,,,Snowing/windy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,25-Oct-09,1027,26-Oct-09,0947,10U,476039,5959971,Cod Trap, N/A , CSU/NSC/PCC ,5.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,25-Oct-09,1040,26-Oct-09,1056,10U,476572,5959872,Cod Trap, N/A , CSU/NSC/PCC ,8.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,25-Oct-09,1137,26-Oct-09,1041,10U,477871,5959819,Cod Trap, N/A , NSC ,2.3,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,25-Oct-09,1003,26-Oct-09,0932,10U,475251,5959523,Cod Trap, N/A , Sox/PCC/NSC ,6.2,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,25-Oct-09,1010,26-Oct-09,0943,10U,475731,5959852,Cod Trap, N/A , CSU/PCC/RSC ,6.7,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,25-Oct-09,1020,26-Oct-09,0942,10U,475972,5959939,Cod Trap, N/A , NSC/PCC ,5.8,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,25-Oct-09,1039,26-Oct-09,0952,10U,476464,5956012,Cod Trap, N/A , CSU/PCC ,2.2,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,25-Oct-09,1050,26-Oct-09,1004,10U,476795,5960045,Cod Trap, N/A , PCC ,4.2,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,25-Oct-09,1100,26-Oct-09,1015,10U,477179,5960087,Cod Trap, N/A , NSC/PCC ,8.9,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,25-Oct-09,1113,26-Oct-09,1023,10U,477572,5960144,Cod Trap, N/A , NSC/PCC ,6.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,26-Oct-09,1055,27-Oct-09,1418,10U,477970,5959660,Cod Trap, N/A , CSU/NSC ,2.2,6,1.5,Y,1,438,0.68,160,Y,FW YELLOW BC01543,N,,L,N,,,Trap #2 pulled out of Norman Lake,RB,1,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26-Oct-09,0918,27-Oct-09,1256,10U,473780,5959388,Cod Trap, N/A , NSC ,5.2,6,1.5,N,0,,,,,,,,,,,,Trap #1 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,26-Oct-09,0925,27-Oct-09,1305,10U,474144,5959214,Cod Trap, N/A , NSC/PCC ,3.5,6,1.5,N,0,,,,,,,,,,,,Trap #3 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26-Oct-09,1020,27-Oct-09,1356,10U,477346,5960099,Cod Trap, N/A , CSU/NSC ,10.0,6,1.5,N,0,,,,,,,,,,,,Trap #4 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,26-Oct-09,1039,27-Oct-09,1410,10U,477810,5959826,Cod Trap, N/A , PCC/NSC ,6.3,6,1.5,N,0,,,,,,,,,,,,Trap #5 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,26-Oct-09,0949,27-Oct-09,1331,10U,476344,5960011,Cod Trap, N/A , NSC ,6.0,6,1.5,N,0,,,,,,,,,,,,Moved trap. Trap #6 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,26-Oct-09,1000,27-Oct-09,1340,10U,476614,5959854,Cod Trap, N/A , CSU/NSC/PCC ,10.0,6,1.5,N,0,,,,,,,,,,,,Trap #7 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,26-Oct-09,1042,27-Oct-09,1413,10U,477873,5959820,Cod Trap, N/A , NSC ,2.1,6,1.5,N,0,,,,,,,,,,,,Trap #8 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,26-Oct-09,0934,27-Oct-09,1313,10U,475292,5959545,Cod Trap, N/A , NSC/PCC ,5.2,6,1.5,N,0,,,,,,,,,,,,Trap #9 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26-Oct-09,0940,27-Oct-09,1319,10U,475730,5959859,Cod Trap, N/A , CSU/NSC/PCC ,6.3,6,1.5,N,0,,,,,,,,,,,,Trap #10 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,26-Oct-09,0944,27-Oct-09,1323,10U,475984,5959936,Cod Trap, N/A , NSC/PCC ,7.9,6,1.5,N,0,,,,,,,,,,,,Trap #11 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26-Oct-09,0954,27-Oct-09,1334,10U,476477,5960002,Cod Trap, N/A , NSC/PCC ,4.0,6,1.5,N,0,,,,,,,,,,,,Trap #12 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,26-Oct-09,1005,27-Oct-09,1345,10U,476826,5960062,Cod Trap, N/A , PCC ,3.8,6,1.5,N,0,,,,,,,,,,,,Trap #13 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,26-Oct-09,1016,27-Oct-09,1351,10U,477207,5960109,Cod Trap, N/A , NSC/PCC ,5.0,6,1.5,N,0,,,,,,,,,,,,Trap #14 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
